perturbation,A_persist,A_kill,A_resist,magnitude
AK9,0.3817667094631407,-0.2617992426982891,-0.22162929930126152,2.1972245773362196
AKAP1,-0.15298571792823623,0.08359763522512964,-0.48067447156418996,2.1972245773362196
AKAP10,-0.029259982017371136,0.9633693330346221,-0.12243014934343965,2.4849066497880004
AKAP11,-0.11107601547550934,-0.8403825544246332,0.6704897924083747,1.3862943611198906
AKAP12,0.20506059152199682,0.10434737287964639,-0.5910789456604422,0.6931471805599453
AKAP13,-0.29120768897248506,0.06265650457297611,0.18369248252675155,1.3862943611198906
AKAP17A,0.7945218002421611,0.027236413321235237,-0.517677197158454,4.465908118654584
PALM2AKAP2,-0.11644439522817733,-0.05293883297807378,-0.15315588754067955,1.3862943611198906
AKAP5,0.0022741450076816236,-0.6166434634321996,0.16916795420289313,0.6931471805599453
AKAP7,-0.6659918454669094,-1.2208488251361362,0.9004493711284208,0.0
AKAP8,-0.04190960019431998,-0.06992314619306729,-0.33569412923381603,0.0
AKAP8L,0.01397241783956619,-0.021500019033867626,0.6026844380254079,1.6094379124341003
AKAP9,0.027590993300135258,-1.6298301784043865,0.0831724290272647,0.6931471805599453
AKIP1,0.23833397335080844,1.4264221534794699,-0.011747897102127794,0.6931471805599453
AKIRIN1,-0.07111749345535845,-0.03912279616943883,0.06816009893733847,1.9459101490553132
AKIRIN2,0.10271113206236593,1.7002495036526426,0.11448741087526422,2.833213344056216
AKNA,0.5092664307516526,-1.2203791873607281,0.4688428101071183,0.0
AKR1A1,0.4517291755702063,-1.3198315210310863,0.40136801967775054,0.6931471805599453
AKR1B1,-0.11791865289549483,-0.7380456337782398,0.8113996453860147,1.6094379124341003
AKR1C1,-0.577128585131454,-1.5370831129304718,1.05882246447424,5.493061443340548
AKR1C3,0.16914517629227716,1.4981810168197072,-1.075520595969823,1.6094379124341003
AKR1E2,-0.12771103341026818,-1.1142019115854482,0.7779978104782025,0.0
AKR7A2,0.2596907057631471,0.2145664893382729,-0.7459481649076807,1.6094379124341003
AKR7A3,-0.12482465245420295,1.08901189490508,0.31388097338590265,1.0986122886681098
AKT1,0.3266724069542296,-0.6113210124876924,0.21206142579210793,1.6094379124341003
AKT1S1,-0.7970650546134986,-0.19632177073591106,0.6284216844133138,1.3862943611198906
AKT2,-0.5761763301919118,-0.8477733126280604,0.8676615395878295,2.1972245773362196
AKT3,-0.44266156339054796,-1.0958668112875944,-0.1882683781913149,1.3862943611198906
AKTIP,0.16894726918793085,-0.1796009030463104,0.009952447978709264,1.6094379124341003
ALAD,0.8505216417936946,-0.2143134442202449,0.13070560345996265,3.7376696182833684
ALAS1,0.49013698024984825,-0.80149641329674,0.20468602951995674,2.6390573296152584
ALAS2,-0.618271534834678,0.37861373774971,0.49631695417361826,0.6931471805599453
ALCAM,-0.24194897909658933,-0.39488971959749186,0.020650945593254144,0.6931471805599453
ALDH16A1,0.36045565065473245,0.043169763450205956,0.34089467171366117,1.3862943611198906
ALDH18A1,0.41153335898769855,-0.37659024786704226,-0.20172907783611158,2.833213344056216
ALDH1A1,0.11985600582176857,-0.16162022050553884,-1.1710862422397528,0.0
ALDH1B1,0.22506605499910298,0.22643358929118199,-0.17690764046790433,2.4849066497880004
ALDH2,-0.064855230913327,-0.6583074300173087,0.7902571225596692,0.6931471805599453
ALDH3A2,-0.1446279524294706,-0.18391629949240842,0.5621748967551331,1.6094379124341003
ALDH5A1,-0.4046683558149661,-0.26620116292286317,0.031145553534544453,1.0986122886681098
ALDH7A1,0.08208734788343515,0.30562363686120886,0.178944354834218,0.0
ALDH8A1,0.1755777926743446,-0.429653846807257,0.19030934787978393,0.6931471805599453
ALDH9A1,-0.17794597353071526,0.08738335228795001,0.22114449655953797,1.0986122886681098
ALDOA,0.27615297693937546,-0.034236946792246314,-0.5512750168531649,1.9459101490553132
ALDOC,-0.00842053293777664,-1.416385606372577,0.37740192919945237,0.6931471805599453
ALG1,-0.6768392781196247,-0.42864924363436147,0.898443765250161,0.6931471805599453
ALG10,-0.2375494882348636,0.10480144032415789,1.1322783615066077,0.6931471805599453
ALG10B,0.1086041102756454,-1.1751758365957716,0.9759118627038609,1.0986122886681098
ALG12,-0.6795662088258735,2.14631982235373,-0.22599892757639847,4.04305126783455
ALG13,0.18685215801247956,-0.11541883728371767,1.17391321549248,1.6094379124341003
ALG14,-0.3281714628318008,-0.4927916187473443,0.6151336570543511,2.5649493574615367
