gene,magnitude,S,R,target_baseMean,n_cells_target,detectable,C
CDHR3,4.913169860839844,0.10850691795349121,-0.06503143161535263,0.012418746016919613,79,True,0.44974874371859297
UNG,5.036070346832275,0.13254986703395844,0.15225356817245483,0.06306815147399902,109,True,0.9078726968174204
ASH2L,6.9271111488342285,0.14694945514202118,0.4670664966106415,0.19405901432037354,126,True,0.8601340033500837
RAB18,4.28840446472168,0.08613592386245728,0.05006258189678192,0.37473100423812866,101,False,
GPR183,4.759004592895508,0.04749908298254013,-0.045359592884778976,0.0999705120921135,82,True,0.28559463986599665
DAB2,4.760839939117432,0.05759524926543236,-0.0012898577842861414,0.5485597848892212,72,True,0.4606365159128978
CYLD,4.915843963623047,0.05189282447099686,-0.006482362747192383,0.6453860402107239,66,True,0.38860971524288107
TLR7,5.461907863616943,0.08538497984409332,-0.0004551750607788563,0.054562848061323166,71,True,0.4589614740368509
TLR4,4.507704734802246,0.10235127061605453,0.074526846408844,0.0627368912100792,112,False,
LPL,5.135721206665039,0.026608608663082123,0.06858184188604355,0.4103030562400818,68,True,0.4463986599664992
KIF23,7.999919891357422,0.09282683581113815,0.20221063494682312,0.09675414115190506,40,True,0.7060301507537688
NOTCH4,4.506080627441406,0.025109685957431793,-0.041047245264053345,0.009912647306919098,102,False,
DBF4,8.059429168701172,0.10389883816242218,0.20797282457351685,0.19252461194992065,68,True,0.7445561139028476
CBLL1,5.950899124145508,0.09015277773141861,0.3361281156539917,0.1111258715391159,112,True,0.7847571189279732
ATP5D,4.666776180267334,0.06674537062644958,0.06344187259674072,,88,False,
SLITRK4,4.559192657470703,0.01240144856274128,-0.0017065810970962048,0.14778931438922882,82,False,
TICAM2,4.410614967346191,0.0854417011141777,0.019410882145166397,0.010134723037481308,102,False,
HLA-L,5.013813018798828,0.03698493540287018,-0.04428350552916527,,62,True,0.21943048576214405
WWC3,4.088647842407227,0.04019630327820778,-0.10797243565320969,0.06147029623389244,112,False,
LRRC32,4.799962997436523,0.03168884664773941,-0.09222503751516342,0.027220556512475014,84,True,0.19095477386934676
HLA-DRB5,4.293132781982422,0.04301118478178978,-0.08730302006006241,0.010892310179769993,102,False,
CBFB,4.651494979858398,0.018743649125099182,0.10281406342983246,0.282077819108963,93,False,
PSMB8-AS1,4.827708721160889,0.1366558074951172,0.10753266513347626,0.25532296299934387,85,True,0.8919597989949749
C1orf106,4.777677059173584,0.12867368757724762,0.09561824053525925,,121,True,0.879396984924623
TAP1,3.8076937198638916,0.13222913444042206,0.07310229539871216,1.1677660942077637,133,False,
CARD10,4.102536201477051,0.037752263247966766,0.036074504256248474,0.0028091026470065117,110,False,
NSMCE2,4.652667999267578,0.0282137393951416,0.025222934782505035,0.2568880021572113,81,False,
APLP1,3.998730182647705,0.11549810320138931,0.09684497117996216,0.044203076511621475,128,False,
UBE2F,4.726221561431885,0.0325198769569397,-0.03706099092960358,0.5769301056861877,102,True,0.27638190954773867
TNFSF11,4.711516380310059,0.12582477927207947,-0.058957356959581375,0.0027643560897558928,77,False,
SLC39A7,9.17581558227539,0.16455166041851044,0.5437440872192383,0.5306007862091064,90,True,0.8517587939698492
ZMIZ1-AS1,5.164985179901123,0.17344918847084045,0.19834758341312408,0.04121108725667,115,True,0.9363484087102178
PLEKHB2,4.570700168609619,0.010299112647771835,-0.018291912972927094,0.5644663572311401,94,False,
EGFR-AS1,4.594003677368164,0.039546553045511246,-0.04329557716846466,,94,False,
TNFRSF1A,5.281340599060059,0.07443547993898392,-0.02302948385477066,0.1624826043844223,68,True,0.38274706867671693
CCR6,5.6360859870910645,0.12773117423057556,0.252412348985672,0.0003329348692204803,116,True,0.8651591289782244
RWDD3,6.010829448699951,0.11171924322843552,-0.057130321860313416,0.033303890377283096,55,True,0.3953098827470687
PPARA,4.945058345794678,0.04728301614522934,0.027261704206466675,0.04329020902514458,83,True,0.4556113902847571
TNFAIP3,5.554428577423096,0.13851861655712128,0.15435123443603516,1.1050529479980469,69,True,0.8383584589614741
CR1,4.647221565246582,0.09107200801372528,0.10226902365684509,,108,False,
TRIB1,4.38820219039917,0.04446202889084816,0.13648992776870728,0.3995024263858795,122,False,
SLC2A8,4.286233425140381,0.02180410921573639,-0.03991594910621643,0.019037365913391113,104,False,
MBL2,4.2032790184021,0.024708107113838196,-0.02295350655913353,,92,False,
CEBPA-AS1,4.442708969116211,0.01103647518903017,-0.26351550221443176,,89,False,
AHR,6.628372669219971,0.09085684269666672,0.31328055262565613,0.11334104835987091,94,True,0.7537688442211055
STK4-AS1,5.062328338623047,0.017135994508862495,-0.11815870553255081,0.0003227840061299503,100,True,0.08207705192629816
LOC339166,4.296538352966309,0.0011758911423385143,-0.09267657995223999,,115,False,
CTNS,3.6688544750213623,0.08168260753154755,-0.07956259697675705,0.061231374740600586,134,False,
ZNF79,4.257384777069092,0.06051507219672203,0.02152043953537941,0.010895311832427979,100,False,
IFNAR1,4.461219787597656,0.0777335986495018,-0.06461828947067261,0.5351573824882507,129,False,
IKZF1,5.014062404632568,0.08693612366914749,0.11805824190378189,1.063887596130371,115,True,0.7554438860971524
NIPBL-AS1,5.943181991577148,0.0552171915769577,-0.09209700673818588,,50,True,0.21105527638190955
CD47,4.590637683868408,0.09606946259737015,0.20460419356822968,0.4547750651836395,133,False,
TYMP,4.305785655975342,0.10672618448734283,0.0035847723484039307,0.7131029367446899,98,False,
ABCF1,4.239474773406982,0.09894409775733948,0.04523507505655289,0.8289695978164673,100,False,
NSF,6.299828052520752,0.00630317535251379,0.018551528453826904,0.32353848218917847,42,True,0.17085427135678394
TMEM176B,3.599851608276367,0.07891680300235748,-0.12988212704658508,0.007598624564707279,138,False,
MAP3K1,4.680157661437988,0.07766658067703247,0.0576024167239666,0.07337313890457153,86,False,
NIPBL,4.810809135437012,0.0036102680023759604,-0.004714038223028183,0.9597949981689453,65,True,0.19095477386934673
ZNF703,5.575747489929199,0.03542612865567207,-0.09102080762386322,0.06724703311920166,60,True,0.15996649916247907
CTSB,5.097072124481201,0.07901864498853683,0.06828106194734573,1.5008416175842285,84,True,0.6499162479061977
USP21,4.3864054679870605,0.0015396684175357223,0.0862276554107666,0.05280158296227455,97,False,
PDCD10,5.365438938140869,0.01507132314145565,-0.02835824154317379,0.5241636037826538,64,True,0.12060301507537688
IL2RG,4.171336650848389,0.018625866621732712,-0.00010790210217237473,0.06163826212286949,112,False,
POLR2L,3.74080753326416,0.03928133472800255,-0.003943678457289934,1.51179838180542,126,False,
DEPDC5,4.77056884765625,0.0683351457118988,0.07273243367671967,0.055128034204244614,90,True,0.6817420435510888
ZCCHC24,4.486196517944336,0.038249075412750244,-0.06583644449710846,0.12451238930225372,90,False,
CISH,4.245113849639893,0.02056371048092842,0.044329043477773666,0.02216988056898117,114,False,
CXCL10,5.425116062164307,0.061485111713409424,-0.049379996955394745,1.7714786529541016,70,True,0.2872696817420436
STAT1,5.324540615081787,0.08713622391223907,0.18245312571525574,1.2882291078567505,99,True,0.7872696817420436
SLC35A1,4.259563446044922,0.030496466904878616,-0.03770340606570244,0.03409482538700104,93,False,
BCL9L,4.457549095153809,0.0245421901345253,0.004930037539452314,0.4658942222595215,98,False,
CSF2RB,4.339200496673584,0.08176173269748688,0.012000154703855515,0.1331299990415573,104,False,
FOS,5.140702724456787,0.0858941525220871,0.2005680501461029,0.12962406873703003,117,True,0.8073701842546064
HLA-DMB,5.029290199279785,0.08272882550954819,0.037566863000392914,0.0012788434978574514,87,True,0.609715242881072
MS4A7,4.132837772369385,0.07091724872589111,-0.05700056999921799,0.5702012181282043,96,False,
MUC22,6.879212856292725,0.015125559642910957,-0.009441493079066277,,55,True,0.10887772194304858
KAT2A,5.234832286834717,0.05771039053797722,0.11830910295248032,0.06216910481452942,74,True,0.6273031825795645
IKBKE,3.9051876068115234,0.012485651299357414,0.03305226191878319,0.38135743141174316,111,False,
HMGB1,6.322752952575684,0.1266079843044281,0.37407517433166504,1.827060341835022,120,True,0.8442211055276382
C2,4.821221351623535,0.05781752988696098,-0.08140172809362411,0.034270938485860825,81,True,0.30067001675041877
DLG2,3.9148073196411133,0.07222689688205719,0.00914150383323431,0.004788194317370653,117,False,
CXCR4,4.339287757873535,0.03112521581351757,0.058742281049489975,0.02995358407497406,97,False,
ARIH2,4.254748344421387,0.049609459936618805,-0.04135134816169739,0.35433122515678406,108,False,
MIDN,4.108208656311035,0.019146697595715523,0.023614445701241493,0.3437868654727936,110,False,
PTGER4,4.559100151062012,0.002600969048216939,0.05062815546989441,0.9883691668510437,96,False,
SFPQ,8.419660568237305,0.16249847412109375,0.4103165864944458,1.1869548559188843,69,True,0.8425460636515912
COMMD6,4.998897552490234,0.008975054137408733,-0.056235771626234055,0.814242959022522,78,True,0.0711892797319933
GPAA1,4.383530616760254,0.012161734513938427,-0.07998834550380707,0.7915082573890686,85,False,
NLRP3,3.7363688945770264,0.07166317105293274,-0.0021779220551252365,0.19316670298576355,110,False,
GNRH1,6.7394914627075195,0.10897943377494812,0.14418388903141022,0.011117791756987572,50,True,0.7370184254606365
FCGR2A,4.763673782348633,0.0228929053992033,0.07783093303442001,0.08733122795820236,114,True,0.5050251256281407
RFXAP,4.73235559463501,0.05268276482820511,-0.021292388439178467,0.02848563902080059,98,True,0.39112227805695143
DPP10,4.448019027709961,0.025497710332274437,-0.006883411202579737,,106,False,
BCL3,4.968739032745361,0.0628587082028389,0.11006766557693481,0.6333339810371399,103,True,0.6876046901172529
IRF5,5.174503326416016,0.18543505668640137,-0.004527260083705187,0.06889484077692032,78,True,0.6172529313232831
CTCF,4.778259754180908,0.0700712651014328,0.06498676538467407,0.3974793553352356,92,True,0.6683417085427136
CD36,6.489634990692139,0.016439098864793777,0.1232016310095787,0.2572023868560791,46,True,0.3869346733668342
RELA,7.097724914550781,0.19921155273914337,0.20251092314720154,0.3507990837097168,54,True,0.8442211055276383
TLR8,3.8610432147979736,0.030703594908118248,0.009114325977861881,0.006949543487280607,111,False,
ICAM1,4.3415937423706055,0.006919527426362038,-0.037888359278440475,1.5669418573379517,87,False,
KSR2,5.277663230895996,0.08773382753133774,0.1328505277633667,,93,True,0.7445561139028476
IL18RAP,4.391824245452881,0.002077939687296748,-0.03769497945904732,0.007201443891972303,92,False,
CEBPA,4.955142974853516,0.002045992063358426,0.018246343359351158,0.08568419516086578,73,True,0.23450586264656617
E2F1,4.931346416473389,0.08989988267421722,0.161980539560318,0.12791389226913452,100,True,0.8366834170854272
BRAF,5.334712982177734,0.11567294597625732,0.0900288075208664,0.19882608950138092,91,True,0.7596314907872697
SBNO2,4.657454490661621,0.10242675989866257,-0.008537974208593369,0.20999595522880554,106,False,
CREB1,4.958491325378418,0.028269624337553978,0.10229520499706268,0.4957405626773834,87,True,0.5226130653266332
MSN,4.678953647613525,0.029931552708148956,-0.1703675389289856,1.458211898803711,80,False,
ATG16L1,4.201751708984375,0.0793110579252243,0.03036542423069477,0.04684316739439964,103,False,
ITPA,4.241992950439453,0.07677185535430908,-0.013452588580548763,0.2517293095588684,113,False,
HIST1H3G,4.385366916656494,0.0629863515496254,-0.06286020576953888,0.02591809630393982,84,False,
TRAF6,7.27679967880249,0.2453433722257614,0.38467925786972046,0.0764693021774292,80,True,0.8894472361809045
STAT2,8.265828132629395,0.13909240067005157,0.5014956593513489,0.5634751319885254,85,True,0.8391959798994975
TOLLIP,4.044013977050781,0.04704473912715912,0.0010038670152425766,0.28542691469192505,97,False,
FGF12,4.130945682525635,0.011256528086960316,-0.01171273086220026,,98,False,
RABGGTA,4.639817714691162,0.018487947061657906,-0.05038169026374817,0.10403924435377121,87,False,
TRPS1,6.4681878089904785,0.16643065214157104,0.2551683783531189,0.44554123282432556,72,True,0.85678391959799
CHUK,6.350319862365723,0.1976774036884308,0.3309559226036072,0.08799563348293304,100,True,0.9003350083752093
PPP2R1A,7.075417518615723,0.17634205520153046,0.35219308733940125,0.5224236845970154,76,True,0.8685092127303182
CFH,4.699907302856445,0.0002277750609209761,0.03056776151061058,0.02204360067844391,73,False,
CDK1,8.442551612854004,0.06967727839946747,0.05861925706267357,0.3419841229915619,35,True,0.5008375209380235
TIFAB,6.074082374572754,0.0557582713663578,-0.07810312509536743,0.0027335025370121002,55,True,0.21608040201005024
HDAC3,4.718034267425537,0.09383056312799454,-0.04961992800235748,0.22202034294605255,84,True,0.46063651591289784
PIGT,4.850566387176514,0.04983043298125267,0.11006500571966171,0.35818299651145935,109,True,0.6549413735343383
PELI1,4.616144180297852,0.07774273306131363,0.027937589213252068,0.2170337289571762,109,False,
PSMB8,5.023799419403076,0.07840679585933685,0.025945212692022324,1.3220317363739014,84,True,0.561139028475712
POU2F2,5.215087890625,0.014219929464161396,0.011285454034805298,1.149617075920105,80,True,0.2370184254606365
MAP2K1,4.546308994293213,0.03392796218395233,0.0005386662669479847,0.27291977405548096,108,False,
ARPC4,4.368507385253906,0.09876404702663422,-0.04040912911295891,1.0235236883163452,97,False,
CRK,5.077600479125977,0.019482823088765144,0.037026166915893555,0.3348211646080017,85,True,0.34840871021775544
ZC3H13,5.617459297180176,0.05712009221315384,0.12074153870344162,0.6225244998931885,83,True,0.5921273031825796
LRRFIP2,4.028689384460449,0.007161675952374935,-0.04221721738576889,0.4337461590766907,108,False,
KIAA1683,5.072010517120361,0.05050431936979294,-0.011364419013261795,,68,True,0.3442211055276382
COMMD1,5.289615154266357,0.022046055644750595,0.054456405341625214,0.2546733021736145,84,True,0.3676716917922948
IRAK4,5.851724624633789,0.10966414958238602,0.04014100134372711,0.10034645348787308,88,True,0.6206030150753769
ATP6V1B2,5.408801555633545,0.0476493202149868,0.02282124198973179,0.4784306585788727,63,True,0.3944723618090452
MKX,4.736145496368408,0.12899942696094513,0.09378619492053986,0.003390008118003607,104,True,0.8936348408710217
HIF1A,3.9403111934661865,0.00594477541744709,-0.11199136078357697,0.9233925342559814,110,False,
BPTF,5.960771560668945,0.0781746506690979,0.18201932311058044,0.6974688768386841,70,True,0.6892797319932998
CEBPG,4.330594062805176,0.08171676844358444,-0.1087750568985939,0.1024644523859024,95,False,
DLG5,5.024777889251709,0.16795389354228973,0.13656571507453918,0.043529871851205826,83,True,0.9187604690117253
DMAP1,4.459689140319824,0.059572409838438034,-0.023710662499070168,0.22090357542037964,74,False,
DAD1,4.730019569396973,0.1002952978014946,-0.015542179346084595,1.4806914329528809,99,True,0.5653266331658291
MAP2K7,4.311806678771973,0.11540690064430237,0.07470583915710449,0.19579438865184784,132,False,
NFATC1,5.010933876037598,0.007953927852213383,-0.06565126776695251,0.2429666370153427,83,True,0.05695142378559464
IRF4,4.869729518890381,0.17648586630821228,0.1436118334531784,0.015857497230172157,93,True,0.9539363484087102
CASP1,4.443484783172607,0.12676583230495453,0.23001450300216675,0.2115022838115692,114,False,
ENPP6,5.451507568359375,0.025266317650675774,0.10518593341112137,,71,True,0.45644891122278053
CFB,4.4237189292907715,0.053411874920129776,0.06758634746074677,0.0058439020067453384,92,False,
DRAP1,4.773879528045654,0.04630240052938461,-0.0639583095908165,0.9199802875518799,76,True,0.2562814070351759
TTC33,4.20958948135376,0.03950073942542076,0.06931837648153305,0.16748282313346863,109,False,
NCF4,4.09824275970459,0.07512850314378738,0.020257940515875816,0.25542035698890686,120,False,
IRAK1,6.194742679595947,0.2196921855211258,0.2445356547832489,0.3463986814022064,95,True,0.8869346733668342
SKIV2L,4.019735336303711,0.053714483976364136,-0.04631473869085312,0.14812268316745758,94,False,
PICALM,4.705020427703857,0.10332775115966797,-0.015264877118170261,0.4405922293663025,103,False,
RFXANK,4.961935043334961,0.0003356172237545252,-0.04994271695613861,0.451634019613266,80,True,0.052763819095477386
TLR9,4.202384948730469,0.009256960824131966,-0.060965586453676224,,95,False,
FASLG,4.203324317932129,0.06530655920505524,-0.05548534542322159,0.004525805823504925,111,False,
CSNK1A1,4.474703788757324,0.014488596469163895,-0.01838797889649868,1.2708758115768433,88,False,
FOXM1,4.97428560256958,0.025963829830288887,0.009198297746479511,0.06648695468902588,74,True,0.3274706867671692
CTR9,7.488250255584717,0.06047913804650307,0.11964055895805359,0.3009631335735321,41,True,0.5603015075376885
CTBP1-AS2,5.725100994110107,0.0025389583315700293,-0.03306318074464798,,60,True,0.05443886097152428
MYD88,6.3586931228637695,0.2145226150751114,0.29762792587280273,0.27242955565452576,99,True,0.896147403685092
KLRK1,4.665215015411377,0.1623641550540924,0.11307048052549362,,100,False,
MAPK3,4.638209819793701,0.02056192234158516,0.04967388138175011,0.11262979358434677,98,False,
DGKA,3.8222997188568115,0.0036474557127803564,0.05175302177667618,0.03745581954717636,109,False,
TFDP1,6.934135437011719,0.030339868739247322,-0.12374328821897507,0.21359188854694366,51,True,0.09882747068676716
CBX7,4.355431079864502,0.12194641679525375,-0.046337880194187164,0.08813787251710892,98,False,
TMEM176A,4.513061046600342,0.035820625722408295,0.029264302924275398,0.025001341477036476,91,False,
STAT5B,4.750382900238037,0.00024896772811189294,-0.10708272457122803,0.12952734529972076,77,True,0.03433835845896147
SMARCC2,4.728204250335693,0.018089115619659424,0.08245198428630829,0.2712801694869995,77,True,0.5
TSPAN4,4.281304359436035,0.10202708840370178,-0.0547582171857357,0.08445659279823303,108,False,
RBX1,8.435929298400879,0.02093147486448288,0.02470562234520912,1.0869641304016113,24,True,0.21691792294807372
ELK1,3.874985694885254,0.049463871866464615,0.07214950025081635,0.02289438061416149,126,False,
CCL2,3.9245800971984863,0.07166821509599686,-0.10533473640680313,0.6595489382743835,95,False,
INPP5D,4.570300102233887,0.018488137051463127,0.17487269639968872,0.25884929299354553,121,False,
TRAPPC9,4.48335075378418,0.13506560027599335,0.14127981662750244,0.061449114233255386,110,False,
ZEB2-AS1,6.630910873413086,0.08430220186710358,0.018224351108074188,0.022221919149160385,59,True,0.45142378559463986
PIK3CD,5.150308132171631,0.09266375005245209,0.1237516850233078,0.07844464480876923,86,True,0.7680067001675042
TAB3,4.280425071716309,0.029389401897788048,0.00873009767383337,0.07075583189725876,110,False,
PAIP1,4.151792526245117,0.051401570439338684,-0.037150464951992035,0.46820738911628723,114,False,
KIDINS220,7.76364278793335,0.09973123669624329,0.5130839347839355,0.3526396155357361,94,True,0.7881072026800671
MAPK8,5.9845757484436035,0.1354612112045288,0.07022019475698471,0.08464024215936661,67,True,0.7152428810720268
VHL,4.920511722564697,0.050302211195230484,-0.04428107291460037,0.3838357925415039,78,True,0.2797319932998325
MEF2A,4.678383827209473,0.06380736827850342,0.027671029791235924,1.0779131650924683,82,False,
ERCC6,4.584917068481445,0.025807954370975494,-0.03627654165029526,0.10217452049255371,98,False,
ATF6B,4.024259567260742,0.035837434232234955,0.06013116613030434,0.39291253685951233,110,False,
INTS10,5.2664923667907715,0.034847188740968704,0.01481567695736885,0.2538408637046814,67,True,0.3500837520938024
TRAF3,4.39730978012085,0.08749648183584213,-0.0884350910782814,0.3546918034553528,100,False,
WAS,4.505832672119141,0.012693707831203938,-0.034145429730415344,0.3235257565975189,93,False,
HIST1H3A,4.395263671875,0.07869195193052292,0.04835416376590729,0.003271074267104268,95,False,
RIPK1,4.874780178070068,0.05318550392985344,-0.4665001630783081,0.19467830657958984,82,True,0.25041876046901174
CRIPAK,6.096230506896973,0.02139357477426529,0.00033436575904488564,,56,True,0.17587939698492464
MAPK7,5.0113019943237305,0.022408118471503258,-0.013044256716966629,0.057936571538448334,67,True,0.22194304857621439
AP3B1,4.525180816650391,0.00872800312936306,0.033574678003787994,0.481064110994339,88,False,
IQCH-AS1,5.117927551269531,0.003916949965059757,-0.10225740075111389,0.03548846393823624,69,True,0.025963149078726967
COMMD8,3.4789340496063232,0.0297488234937191,0.05719764530658722,0.1722758412361145,152,False,
TRAF2,5.709465503692627,0.04868236556649208,0.03323826193809509,0.11125725507736206,51,True,0.40703517587939697
MYCBP2,4.501778602600098,0.13756069540977478,0.07425287365913391,0.7489438056945801,149,False,
IL15RA,4.72161865234375,0.1421627700328827,0.13684110343456268,0.24786719679832458,109,True,0.9631490787269682
WDR34,4.2563629150390625,0.04747188463807106,-0.07157277315855026,0.19277119636535645,95,False,
PIK3CA,4.17791748046875,0.09030315279960632,0.07872799783945084,0.13673055171966553,122,False,
PIP4K2A,4.536972999572754,0.12382347136735916,0.09156602621078491,0.2573692798614502,115,False,
POLR2E,5.602878093719482,0.03114919178187847,-0.0713202953338623,0.5439615845680237,66,True,0.14154103852596314
TLR1,4.684877872467041,0.13539694249629974,0.0184539332985878,0.052647318691015244,93,False,
IRF8,4.39537239074707,0.09733279794454575,0.01038734707981348,0.358784556388855,118,False,
BRD2,4.255937099456787,0.005313268397003412,-0.09147834032773972,1.1511478424072266,94,False,
STAT3,4.911916732788086,0.12038096785545349,0.06445817649364471,0.8561400175094604,103,True,0.778894472361809
PGM3,5.757164478302002,0.07951925694942474,-0.08397688716650009,0.0621117502450943,63,True,0.30234505862646566
GPR18,4.565124034881592,0.004708095919340849,0.005279293283820152,0.0036486622411757708,78,False,
IRF2,5.372880935668945,0.006788779981434345,0.03584876284003258,0.5722130537033081,71,True,0.2613065326633166
PTPN2,4.735419750213623,0.023397428914904594,-0.08790209144353867,0.5002999901771545,89,True,0.16247906197654943
SLC37A4,3.8686819076538086,0.0029488594736903906,-0.12426552921533585,0.09327621012926102,104,False,
ATP6AP1,5.997072696685791,0.0817418172955513,0.05716123431921005,0.8376820087432861,48,True,0.5611390284757118
PDGFB,4.916614055633545,0.18581043183803558,0.10758938640356064,0.040330782532691956,83,True,0.8986599664991626
PTPRR,3.926572322845459,0.037166718393564224,-0.09881763905286789,0.0018755279015749693,104,False,
GOT1,4.851626396179199,0.08367978036403656,0.08244375139474869,0.06502024084329605,75,True,0.7294807370184255
FAM50A,6.244828701019287,0.03573176637291908,0.03777023032307625,0.5075845122337341,51,True,0.3659966499162479
CFTR,4.162008285522461,0.06306232511997223,-0.019473671913146973,,112,False,
HIF1A-AS2,5.056891441345215,0.0007083732052706182,-0.011641224846243858,0.02029610052704811,62,True,0.1306532663316583
JAK2,4.244986057281494,0.01370707992464304,-0.12930062413215637,0.26243704557418823,110,False,
PDPK1,5.00685453414917,0.10550854355096817,0.13813279569149017,0.21631483733654022,98,True,0.847571189279732
DDOST,5.753645896911621,0.14414699375629425,0.2576078772544861,0.497957319021225,93,True,0.8894472361809045
CLCN4,3.670942783355713,0.08944441378116608,-0.15574392676353455,0.020972544327378273,122,False,
SEC61A1,6.787399768829346,0.19222183525562286,0.2678799629211426,0.61628258228302,76,True,0.8693467336683417
TLR5,4.618923187255859,0.04664860665798187,-0.07188144326210022,0.011716759763658047,85,False,
SIRT1,4.7244744300842285,0.13015690445899963,0.103264220058918,0.09474393725395203,111,True,0.9195979899497487
EGR2,7.483330726623535,0.08067692816257477,-0.002214067615568638,0.2509332597255707,51,True,0.38107202680067
ZMAT5,4.855679035186768,0.11245106905698776,-0.007707118056714535,0.08477897942066193,77,True,0.5829145728643216
SPIRE1,4.705691814422607,0.08496776223182678,-0.008299036882817745,0.11788647621870041,76,False,
EHMT2,4.292187213897705,0.06302115321159363,0.018851546570658684,0.16909782588481903,101,False,
SBDS,5.016051769256592,0.0023703414481133223,0.16034221649169922,0.4141451120376587,90,True,0.46817420435510887
EIF2AK2,4.409668445587158,0.009756539016962051,-0.07142576575279236,1.27587890625,90,False,
CD151,4.001699924468994,0.030717909336090088,0.001905166544020176,0.5905866026878357,126,False,
EGR1,4.8450822830200195,0.12037690728902817,0.16043564677238464,0.2052919864654541,113,True,0.9204355108877722
JUN,4.711147308349609,0.20234252512454987,0.2059251219034195,0.5290431380271912,134,False,
TMEM56-RWDD3,4.6580424308776855,0.14772135019302368,0.01961527392268181,0.0032246664632111788,105,False,
RBCK1,7.150786399841309,0.18979410827159882,0.20759689807891846,0.6450271010398865,56,True,0.8425460636515913
AAGAB,4.352577209472656,0.01323636807501316,-0.15173639357089996,0.11293458193540573,100,False,
C5,4.264072418212891,0.0044491831213235855,-0.24580079317092896,0.019721873104572296,100,False,
ATP2B4,4.278596878051758,0.021035391837358475,0.05695495754480362,0.1292456090450287,110,False,
BUD13,6.354663848876953,0.026330163702368736,0.03583546355366707,0.05320022255182266,49,True,0.29396984924623115
CYBB,5.489602088928223,0.015102171339094639,-0.10860951244831085,0.1056152954697609,69,True,0.048576214405360134
NFKBIZ,5.7757344245910645,0.05765809118747711,0.23020903766155243,0.7666324973106384,72,True,0.6641541038525963
DHX15,4.712670803070068,0.10897641628980637,0.1724572777748108,0.4625003933906555,111,False,
PPAN-P2RY11,4.701608657836914,0.06419141590595245,-0.012309093028306961,,85,False,
TLR8-AS1,5.114598751068115,0.001574463676661253,0.010154192335903645,,86,True,0.20100502512562812
MAP3K14-AS1,5.134382247924805,0.11895999312400818,0.06781269609928131,0.015410295687615871,79,True,0.7412060301507538
LYZ,4.835271835327148,0.092006154358387,0.15511554479599,0.05500942841172218,109,True,0.8517587939698492
NCAPD2,5.214838981628418,0.007076010573655367,0.003495141165331006,0.09470951557159424,60,True,0.1842546063651591
OAS2,5.053630352020264,0.09921995550394058,-0.0039010941982269287,0.6869818568229675,64,True,0.5293132328308208
B4GALT1,5.2047553062438965,0.125392347574234,0.08299963921308517,0.40791094303131104,90,True,0.7805695142378559
TBCE,4.881785869598389,0.10317817330360413,0.07667431235313416,0.0720372200012207,94,True,0.7730318257956449
HCG27,4.668519496917725,0.031559791415929794,-0.03698742017149925,0.014562539756298065,79,False,
ACP5,4.014680862426758,0.08899269998073578,0.07826783508062363,0.029254723340272903,113,False,
HLA-C,5.403127670288086,0.06446458399295807,0.008765171281993389,1.8463340997695923,81,True,0.4396984924623115
HLA-DMA,4.576157569885254,0.046580567955970764,-0.09867898374795914,0.015535147860646248,79,False,
LRP1B,3.998826026916504,0.011114905588328838,-0.10307874530553818,0.00025863447808660567,141,False,
TGFB1,4.556388854980469,0.02309439331293106,-0.005446179769933224,1.676754117012024,107,False,
HLA-DRA,5.770527362823486,0.14087888598442078,0.08382800966501236,0.008875478059053421,77,True,0.7596314907872697
TLR6,4.9091620445251465,0.06537644565105438,-0.060360778123140335,0.06316640973091125,68,True,0.3291457286432161
NUMA1,5.08527946472168,0.07457789778709412,0.034453894942998886,0.24301739037036896,69,True,0.5636515912897822
TADA3,5.126807689666748,0.02581726759672165,0.016807395964860916,0.3211158514022827,66,True,0.3165829145728643
SDE2,5.35861349105835,0.09959926456212997,0.10648687183856964,0.17219972610473633,103,True,0.7420435510887773
MAP3K7,4.81877326965332,0.15629833936691284,0.12851691246032715,0.17036956548690796,92,True,0.9388609715242882
SMAD7,4.43881893157959,0.040731046348810196,0.08257544785737991,0.38163694739341736,107,False,
CCDC174,6.629979610443115,0.09986044466495514,0.20233696699142456,0.17167222499847412,60,True,0.7462311557788945
RASSF1,4.742326259613037,0.11608205735683441,0.06961874663829803,0.0547897107899189,85,True,0.8182579564489112
MRPL51,5.255573272705078,0.03202442824840546,0.1433624029159546,0.5334364771842957,80,True,0.559463986599665
OTUD7B,4.75649356842041,0.04333506152033806,0.04178650304675102,0.1934334933757782,99,True,0.5192629815745393
ITGB2,4.199591636657715,0.015766344964504242,-0.07141382247209549,2.4027624130249023,92,False,
RPSA,7.284265041351318,0.0868387371301651,0.11533220112323761,1.6894210577011108,43,True,0.6390284757118928
C3,4.100534439086914,0.03588477149605751,-0.07377687841653824,0.1525546908378601,130,False,
SPP1,3.94509220123291,0.07405808568000793,-0.04232340678572655,2.941676139831543,97,False,
GTF2IRD1,4.860489845275879,0.07393040508031845,0.059724267572164536,0.047293975949287415,87,True,0.6557788944723618
RFX5,4.6655683517456055,0.01963198557496071,0.06948485970497131,0.17602768540382385,94,False,
RIC8B,4.7431864738464355,0.08834514021873474,-0.034142907708883286,0.028313854709267616,100,True,0.48492462311557794
