gene,out_degree,in_degree,pagerank,hub,two_hop_reach,reach_ratio
TTC9,1.0,80.0,0.00010027949642895133,3.918580454667208e-06,1,0.5
TTC9C,0.0,40.0,0.0002162056621986487,-0.0,0,0.0
TTF1,1.0,48.0,7.49285132974081e-05,8.948954943733172e-07,0,0.0
TTL,0.0,24.0,6.986060409031852e-05,-0.0,0,0.0
TTLL1,0.0,27.0,0.0001050458036108356,-0.0,0,0.0
TTLL11,0.0,6.0,5.0990947781884406e-05,-0.0,0,0.0
TTLL12,2.0,104.0,0.000153973708982131,5.496286666213202e-06,137,45.666666666666664
TTLL3,0.0,56.0,6.489580624780976e-05,-0.0,0,0.0
TTLL4,0.0,14.0,4.802699952138123e-05,-0.0,0,0.0
TTLL5,1.0,38.0,0.00017226445527943748,3.2199487834480045e-06,2,1.0
TTN,0.0,24.0,5.2332417690110614e-05,-0.0,0,0.0
TTPAL,1.0,26.0,5.34584788646525e-05,3.0928092260321314e-06,2,1.0
TTYH2,2.0,35.0,5.318674720075498e-05,2.4147052898881013e-06,1,0.3333333333333333
TTYH3,4.0,58.0,0.00012493084060892607,5.852926781022426e-06,4,0.8
TUBA1A,1.0,28.0,8.328480127153012e-05,3.428608186022049e-06,0,0.0
TUBA1C,0.0,132.0,0.0003116584555532808,-0.0,0,0.0
TUBA4A,0.0,125.0,0.00018512910062707625,-0.0,0,0.0
TUBB2A,0.0,45.0,0.00014912837692209046,-0.0,0,0.0
TUBB4B,3.0,145.0,0.00018188115860291796,5.408605727575617e-06,12,3.0
TUBB6,0.0,51.0,0.00011341953843540053,-0.0,0,0.0
TUBD1,0.0,17.0,6.166888584692681e-05,-0.0,0,0.0
TUBE1,13.0,100.0,0.00011297684368292445,4.100615088488149e-05,34,2.4285714285714284
TUBG2,0.0,32.0,6.257062098895547e-05,-0.0,0,0.0
TUFM,283.0,150.0,0.00011811120096344538,0.0010751629838150676,6002,21.133802816901408
TUFT1,1.0,23.0,5.224429250281132e-05,3.944106419086892e-06,3,1.5
TUSC2,1.0,41.0,6.551791755061702e-05,2.175073584065757e-07,3,1.5
TUT7,1.0,84.0,9.554035231019433e-05,1.8629751442896887e-06,0,0.0
TVP23B,0.0,2.0,4.7042623613378027e-05,-0.0,0,0.0
TVP23C,4.0,8.0,4.9133953377537254e-05,8.862950899688716e-06,4,0.8
TWF1,0.0,15.0,4.832705233877678e-05,-0.0,0,0.0
TWF2,2.0,107.0,0.00052847186162305,3.883844448430746e-06,14,4.666666666666667
TWIST1,0.0,0.0,4.6695034035877875e-05,-0.0,0,0.0
TWNK,445.0,36.0,5.566523863548377e-05,0.001650890312300866,7420,16.63677130044843
TWSG1,5.0,88.0,0.00035538276802214036,1.1477740335970761e-05,6,1.0
TXK,0.0,57.0,6.377874644111211e-05,-0.0,0,0.0
TXLNA,6.0,36.0,0.00011159645116744847,6.530866330598781e-06,10,1.4285714285714286
TXLNB,21.0,4.0,4.678334236997437e-05,5.201910875172076e-05,254,11.545454545454545
TXLNG,2.0,33.0,6.821666149325146e-05,2.1229480792225364e-06,22,7.333333333333333
TXN2,0.0,30.0,7.106311621284396e-05,-0.0,0,0.0
TXNDC11,4.0,54.0,0.00011289939473394387,7.2233049483052305e-06,15,3.0
TXNDC12,1.0,34.0,0.00014624717125238265,1.3805935558237056e-06,3,1.5
TXNDC15,0.0,57.0,8.317257636952335e-05,-0.0,0,0.0
TXNDC16,0.0,21.0,4.9612904215204744e-05,-0.0,0,0.0
TXNDC17,10.0,119.0,0.00019287781175173727,3.291775496240053e-05,321,29.181818181818183
TXNDC5,0.0,78.0,0.00011267850100318139,-0.0,0,0.0
TXNDC9,14.0,19.0,5.785053442164742e-05,5.1734447383520424e-05,407,27.133333333333333
TXNIP,27.0,192.0,0.0009791406400258805,8.44943087259449e-05,643,22.964285714285715
TXNL1,1.0,45.0,7.209578406861363e-05,9.524924342614324e-07,0,0.0
TXNL4B,44.0,30.0,5.5725932160198395e-05,0.00010832521777142661,1978,43.955555555555556
TXNRD1,16.0,155.0,0.0003880800508496489,6.022494560568054e-05,62,3.6470588235294117
TXNRD2,5.0,44.0,0.00019676013326872823,9.787218755912015e-06,2,0.3333333333333333
TYK2,41.0,34.0,7.325026744027512e-05,0.00014044563575957292,408,9.714285714285714
TYMP,0.0,92.0,0.00015313601631468263,-0.0,0,0.0
TYSND1,0.0,17.0,9.688527828282322e-05,-0.0,0,0.0
TYW1,1.0,5.0,4.704569028079686e-05,1.010165430859771e-06,28,14.0
TYW1B,0.0,0.0,4.6695034035877875e-05,-0.0,0,0.0
TYW3,3.0,63.0,0.00016064029044415718,5.645821354199777e-06,5,1.25
TYW5,2.0,41.0,0.00010348853932299276,1.9398062719771732e-06,7,2.3333333333333335
U2AF1L4,2.0,34.0,0.0002965825110778934,8.809122133424402e-07,1,0.3333333333333333
U2SURP,4.0,64.0,7.684198933298905e-05,6.781590040766403e-06,48,9.6
UAP1,1.0,105.0,8.133391250857402e-05,3.2631839352558084e-07,0,0.0
UAP1L1,1.0,10.0,7.867704942054134e-05,5.072011514771188e-07,3,1.5
UBA2,88.0,25.0,0.00015132196295435276,0.0002437987815616806,1652,18.56179775280899
UBA5,72.0,41.0,0.00012148718844079705,0.0002199735816303941,1926,26.383561643835616
UBA6,0.0,29.0,6.018570068193049e-05,-0.0,0,0.0
UBA7,0.0,72.0,0.00019158492672377683,-0.0,0,0.0
UBAC1,7.0,39.0,5.3798763407072985e-05,9.695429228449895e-06,293,36.625
UBAC2,1.0,43.0,6.999946665999369e-05,2.5168308080698562e-06,0,0.0
UBALD1,0.0,5.0,5.209622782983912e-05,-0.0,0,0.0
UBAP2,2.0,14.0,5.075217310177256e-05,1.4147436589027884e-06,2,0.6666666666666666
UBAP2L,427.0,40.0,0.00015958434125642245,0.0009766565722833186,7006,16.369158878504674
UBASH3A,2.0,55.0,8.673586962046028e-05,8.685753768272824e-06,3,1.0
UBASH3B,2.0,34.0,5.22732178040773e-05,3.409029267096833e-06,1,0.3333333333333333
UBB,0.0,31.0,0.0002173877570424001,-0.0,0,0.0
UBC,18.0,52.0,8.41879645503878e-05,4.531036817766729e-05,1088,57.26315789473684
UBE2A,0.0,38.0,8.393362604229611e-05,-0.0,0,0.0
UBE2B,12.0,41.0,6.930233033944309e-05,2.1350134456151993e-05,210,16.153846153846153
UBE2C,3.0,13.0,4.914646137916669e-05,3.6904675098721575e-06,3,0.75
UBE2D1,12.0,13.0,9.088749958389685e-05,2.5149387559099738e-05,25,1.9230769230769231
UBE2D2,1.0,33.0,0.00016650915914664965,1.7285546445439638e-06,1010,505.0
UBE2D3,11.0,72.0,6.042557772529286e-05,5.0413844490096864e-05,1311,109.25
UBE2D4,0.0,12.0,5.437714168556913e-05,-0.0,0,0.0
UBE2E1,102.0,43.0,9.639544458093903e-05,0.0002376680784646189,2256,21.902912621359224
UBE2E2,76.0,21.0,5.158734939314823e-05,0.00027222068668194193,1503,19.51948051948052
UBE2E3,0.0,39.0,0.00013019402306358702,-0.0,0,0.0
UBE2F,23.0,87.0,6.535283326092808e-05,6.668899122311697e-05,92,3.8333333333333335
UBE2G1,15.0,66.0,0.000188811504354375,3.625295235106259e-05,40,2.5
UBE2G2,39.0,32.0,5.629228325781367e-05,0.00010163496303387158,771,19.275
UBE2H,7.0,39.0,5.0738079109568595e-05,1.7808771535328775e-05,481,60.125
UBE2I,477.0,44.0,0.00013513734822246878,0.0012329577883551308,4990,10.439330543933055
UBE2J1,17.0,67.0,0.00010767072062043613,4.400576687179623e-05,333,18.5
UBE2J2,1.0,25.0,6.0855560236791284e-05,3.1996503414588956e-06,27,13.5
UBE2K,0.0,5.0,4.7144710026037695e-05,-0.0,0,0.0
UBE2L3,698.0,37.0,0.00018159857040732044,0.0017353377258313616,7341,10.50214592274678
UBE2L6,0.0,80.0,8.79760596739443e-05,-0.0,0,0.0
UBE2M,3.0,20.0,5.991353537588973e-05,8.606397443311056e-06,16,4.0
UBE2N,41.0,40.0,5.936639927305572e-05,0.00011438290884888802,1017,24.214285714285715
UBE2O,0.0,22.0,5.1693046065092375e-05,-0.0,0,0.0
UBE2Q1,1.0,17.0,4.95993705508924e-05,1.5825139857642733e-06,1,0.5
UBE2Q2,0.0,56.0,0.00012689131144592993,-0.0,0,0.0
UBE2R2,0.0,116.0,0.0004799866959375972,-0.0,0,0.0
UBE2S,3.0,116.0,0.000201667599902502,2.7181171418657787e-06,11,2.75
UBE2T,0.0,93.0,0.00014196128073113096,-0.0,0,0.0
UBE2V1,1.0,47.0,0.00010826907142802775,6.149478998684909e-08,1,0.5
UBE2V2,805.0,28.0,5.107439580550216e-05,0.002170717532675238,8264,10.253101736972704
UBE2W,1.0,16.0,5.000823099532373e-05,2.0458060579951348e-06,237,118.5
UBE2Z,0.0,60.0,0.00026991595052532037,-0.0,0,0.0
UBE3A,1.0,28.0,0.0001290764939157637,3.172624344939068e-06,0,0.0
UBE3B,2.0,20.0,7.01978059439597e-05,1.0146098965660752e-06,3,1.0
UBE3C,2.0,80.0,0.0001793242239865792,3.938595698270384e-06,0,0.0
UBE3D,210.0,3.0,4.76258464394808e-05,0.0005411699986898783,4619,21.89099526066351
UBE4A,0.0,42.0,6.232138893520124e-05,-0.0,0,0.0
UBE4B,4.0,12.0,5.120107327259223e-05,5.334040912906147e-06,458,91.6
UBIAD1,58.0,7.0,4.948957280456867e-05,0.00028055795054532037,3577,60.6271186440678
UBL3,5.0,73.0,0.00014231672939180837,9.567959126533637e-06,11,1.8333333333333333
UBL4A,0.0,6.0,4.730171749346616e-05,-0.0,0,0.0
UBL7,0.0,33.0,5.731700997302425e-05,-0.0,0,0.0
UBLCP1,0.0,48.0,8.937177252266791e-05,-0.0,0,0.0
UBN1,34.0,6.0,5.151168594944835e-05,8.46198161769997e-05,1680,48.0
UBN2,0.0,29.0,8.51706541894399e-05,-0.0,0,0.0
UBOX5,5.0,14.0,0.00014900075263142795,2.0970426915633972e-05,239,39.833333333333336
UBP1,8.0,36.0,5.968809894564927e-05,1.6450716582330918e-05,43,4.777777777777778
UBQLN1,1.0,5.0,4.694192319977949e-05,1.9175397305335983e-06,5,2.5
UBQLN2,2.0,55.0,0.00014912076565365005,4.1479826097467864e-06,403,134.33333333333334
UBQLN4,15.0,17.0,4.975496602342319e-05,5.273020532383335e-05,1130,70.625
UBR2,0.0,119.0,0.00013578323218808928,-0.0,0,0.0
UBR3,1.0,11.0,0.0001516315010736809,4.79378091015419e-06,2,1.0
UBR4,273.0,58.0,9.472146923204572e-05,0.000951939651154115,5575,20.346715328467152
UBR5,757.0,80.0,0.00012462047890166353,0.001816406502901747,8266,10.905013192612138
UBR7,1.0,24.0,0.00020590817431221452,1.5376570897880928e-06,3,1.5
UBTD1,0.0,24.0,6.259291788074216e-05,-0.0,0,0.0
UBTD2,8.0,39.0,0.0002445012963521489,1.4392170504283713e-05,1421,157.88888888888889
UBTF,5.0,4.0,4.7456094220428085e-05,6.270618131243737e-06,13,2.1666666666666665
UBXN1,286.0,31.0,5.345639440071226e-05,0.0006352317400486741,5331,18.574912891986063
UBXN11,6.0,21.0,4.8468919086074985e-05,1.60833665881297e-05,103,14.714285714285714
UBXN2A,2.0,32.0,5.290240997138207e-05,2.544528011938774e-06,2,0.6666666666666666
UBXN2B,0.0,32.0,0.00011073821124983721,-0.0,0,0.0
UBXN4,3.0,47.0,0.00013013864472620585,6.7660422732321095e-06,75,18.75
UBXN6,89.0,39.0,5.6320315340820855e-05,0.00015965649966908485,2375,26.38888888888889
UBXN7,10.0,37.0,5.5156310318282916e-05,2.0064416045654775e-05,8,0.7272727272727273
UBXN8,0.0,11.0,9.623198035925675e-05,-0.0,0,0.0
UCHL3,0.0,30.0,6.01537504461049e-05,-0.0,0,0.0
UCHL5,75.0,108.0,0.00011447897417429754,0.00020418833914398184,3751,49.35526315789474
UCK1,1.0,31.0,6.29370500018288e-05,6.879503154728667e-07,3,1.5
UCK2,0.0,135.0,8.991409535979585e-05,-0.0,0,0.0
UCKL1,0.0,28.0,6.881429749790795e-05,-0.0,0,0.0
UCN,0.0,1.0,5.44739908953791e-05,-0.0,0,0.0
UCP2,3.0,114.0,0.00044790573728515785,6.8150960652828605e-06,1,0.25
UCP3,4.0,28.0,0.0003321303006714181,4.039627465935538e-06,11,2.2
UEVLD,0.0,45.0,0.00013509587884121677,-0.0,0,0.0
UFC1,7.0,51.0,8.14312758147249e-05,1.841436076576971e-05,989,123.625
UFL1,437.0,7.0,7.68431578689626e-05,0.0011513442222354517,7107,16.226027397260275
UFM1,903.0,76.0,7.587175910534772e-05,0.0021870016762802072,8094,8.95353982300885
UFSP1,4.0,1.0,4.6727766268310267e-05,4.972214004696546e-06,152,30.4
UFSP2,0.0,26.0,5.4073374240183096e-05,-0.0,0,0.0
UGCG,4.0,44.0,5.941871364409929e-05,6.608158371103484e-06,11,2.2
UGDH,8.0,54.0,9.47792927310918e-05,1.4385446038024366e-05,6,0.6666666666666666
UGGT1,16.0,37.0,5.43068304648746e-05,3.851903592036565e-05,1223,71.94117647058823
UGP2,0.0,24.0,6.287146581710788e-05,-0.0,0,0.0
UHMK1,3.0,41.0,0.0002560402630642772,8.971553150115948e-06,2,0.5
UHRF1,18.0,80.0,9.506465490173114e-05,4.1013992652264005e-05,1220,64.21052631578948
UHRF2,0.0,31.0,5.713170756079861e-05,-0.0,0,0.0
UIMC1,2.0,19.0,5.5189125000051145e-05,3.470554005774249e-06,30,10.0
ULBP2,1.0,9.0,4.89686133091281e-05,4.567132201798015e-06,0,0.0
ULK1,5.0,45.0,5.488933595813085e-05,9.12129308545518e-06,10,1.6666666666666667
ULK2,0.0,15.0,5.370120538702431e-05,-0.0,0,0.0
ULK4,0.0,20.0,4.9060217741792486e-05,-0.0,0,0.0
UNC119,0.0,77.0,7.119121562236438e-05,-0.0,0,0.0
UNC119B,4.0,30.0,5.349581109172472e-05,7.234385755091509e-06,14,2.8
UNC13D,0.0,33.0,0.00012500544177846039,-0.0,0,0.0
UNC45A,120.0,18.0,0.00015621090159908442,0.00039610560332923434,2881,23.8099173553719
UNC50,9.0,22.0,5.126100277002739e-05,1.4481816647608069e-05,35,3.5
UNC5CL,0.0,5.0,4.7350046645442716e-05,-0.0,0,0.0
UNC93B1,11.0,34.0,8.798647098799206e-05,1.7582328504263233e-05,51,4.25
UNG,2.0,23.0,5.804240627477181e-05,1.7651040023225522e-06,45,15.0
UNK,10.0,25.0,0.00011475739384415141,1.8912639692069766e-05,60,5.454545454545454
UPF2,317.0,25.0,5.4519848122839134e-05,0.0008036522210251645,5190,16.32075471698113
UPF3A,5.0,24.0,4.951911393167568e-05,1.2430038861325971e-05,13,2.1666666666666665
UPP1,0.0,127.0,0.00012010809928571372,-0.0,0,0.0
UPRT,7.0,80.0,0.00012151323322120511,1.4621931966611493e-05,42,5.25
UQCC1,0.0,32.0,6.250324220471285e-05,-0.0,0,0.0
UQCC2,1.0,86.0,6.159456027187983e-05,1.03898861686775e-06,9,4.5
UQCC3,1.0,30.0,0.0001302184719331849,7.798221878720933e-07,2,1.0
UQCC4,0.0,2.0,4.973560456870499e-05,-0.0,0,0.0
UQCC5,2.0,2.0,4.69581509249347e-05,3.7468929946633524e-06,21,7.0
UQCC6,0.0,3.0,4.6828515197335565e-05,-0.0,0,0.0
UQCR10,0.0,51.0,0.0005237285591375037,-0.0,0,0.0
UQCR11,1.0,14.0,0.00017277209721291848,1.0048202358897079e-06,0,0.0
UQCRB,348.0,77.0,0.00014162839319960512,0.0012499760332997688,5675,16.26074498567335
UQCRC1,0.0,73.0,0.00011612296150393522,-0.0,0,0.0
UQCRC2,60.0,35.0,6.857308855558341e-05,0.00024145917230111402,1705,27.950819672131146
UQCRH,0.0,6.0,0.00011515220167085871,-0.0,0,0.0
UQCRHL,0.0,7.0,5.2558699772232856e-05,-0.0,0,0.0
UQCRQ,91.0,56.0,0.00017587840357095584,0.00039662644427707815,2381,25.880434782608695
URB1,0.0,67.0,6.705956205900533e-05,-0.0,0,0.0
URB2,1.0,25.0,5.953757291154921e-05,5.840564240596612e-06,0,0.0
URGCP,1.0,8.0,4.7493585084944693e-05,2.6904316298972615e-06,0,0.0
URI1,4.0,28.0,5.216335001973932e-05,1.1250631925295402e-05,4,0.8
URM1,30.0,19.0,7.030963056630691e-05,9.343674598974055e-05,1016,32.774193548387096
UROD,5.0,34.0,9.932916106885752e-05,1.378560206319137e-05,519,86.5
UROS,0.0,88.0,7.910767586458844e-05,-0.0,0,0.0
USB1,12.0,34.0,9.467831350700644e-05,2.56733426565125e-05,53,4.076923076923077
USF1,7.0,28.0,5.047467026132409e-05,1.5533954518416854e-05,6,0.75
USF2,21.0,55.0,9.459829904414176e-05,4.7315004637857735e-05,1341,60.95454545454545
USF3,3.0,18.0,4.832367669346077e-05,5.396566173890855e-06,1,0.25
USO1,91.0,41.0,6.342399361014264e-05,0.0002992587064033727,1702,18.5
USP1,0.0,57.0,8.718260500767335e-05,-0.0,0,0.0
USP10,32.0,33.0,0.0001136182245155708,0.000104245442752064,2754,83.45454545454545
USP11,0.0,77.0,0.0002843526266574793,-0.0,0,0.0
USP12,1.0,91.0,0.00014236128352919117,1.2875015431632814e-06,0,0.0
USP13,1.0,44.0,0.0001472970269599619,2.806108891194597e-07,809,404.5
USP14,5.0,53.0,0.00013739692004066998,1.1349861436389338e-05,19,3.1666666666666665
USP15,0.0,68.0,0.00020610756998487464,-0.0,0,0.0
USP16,6.0,40.0,5.323256927914775e-05,1.607655080157473e-05,164,23.428571428571427
USP18,1.0,80.0,8.153084338633412e-05,2.641214308525163e-07,0,0.0
USP19,1.0,7.0,0.00010443961628626877,7.565751034001529e-07,2,1.0
USP20,0.0,60.0,6.607517806707554e-05,-0.0,0,0.0
USP21,0.0,13.0,5.586168976387632e-05,-0.0,0,0.0
USP22,1268.0,24.0,6.092266828174011e-05,0.0030419164060351625,8589,6.768321513002364
USP24,52.0,33.0,7.754534066561756e-05,0.00018286743764790145,2043,38.54716981132076
USP25,0.0,52.0,6.353696195979598e-05,-0.0,0,0.0
USP28,84.0,25.0,0.0001052758802873746,0.000143650229465086,520,6.117647058823529
USP3,9.0,57.0,5.628586096607363e-05,2.570917038381531e-05,35,3.5
USP30,0.0,9.0,4.738083608164168e-05,-0.0,0,0.0
USP32,1.0,48.0,0.00015304535838904154,4.199801812973813e-06,0,0.0
USP33,0.0,29.0,5.8477412545253245e-05,-0.0,0,0.0
USP34,0.0,21.0,7.354208150040515e-05,-0.0,0,0.0
USP35,0.0,20.0,5.8180023058899485e-05,-0.0,0,0.0
USP36,22.0,11.0,0.00019833834618987464,9.702094577662817e-05,228,9.91304347826087
USP38,1.0,25.0,5.8529505963972645e-05,3.3480563830308723e-06,0,0.0
USP39,0.0,35.0,6.202370916815275e-05,-0.0,0,0.0
USP4,40.0,17.0,5.9774988140779834e-05,0.00018207778470217233,4624,112.78048780487805
USP40,4.0,32.0,7.013836394258128e-05,4.11502624410027e-06,0,0.0
USP42,0.0,8.0,5.190458824508522e-05,-0.0,0,0.0
USP44,0.0,7.0,4.724450665674847e-05,-0.0,0,0.0
USP45,0.0,32.0,6.203674627197053e-05,-0.0,0,0.0
USP46,0.0,13.0,4.7778269767495596e-05,-0.0,0,0.0
USP47,1.0,22.0,6.441239208947067e-05,7.856401523369787e-07,1,0.5
USP48,0.0,75.0,0.00012985153535537966,-0.0,0,0.0
USP51,1.0,16.0,4.749710182888118e-05,2.7145737681465714e-06,0,0.0
USP53,1.0,38.0,5.3741799305161886e-05,2.7291947582028147e-06,0,0.0
USP6NL,2.0,23.0,9.39536181794318e-05,2.671072033555915e-06,2,0.6666666666666666
USP7,768.0,14.0,4.86149784462345e-05,0.002116351828527492,7523,9.782834850455137
USP9X,0.0,63.0,0.00017660340762177613,-0.0,0,0.0
UTP23,86.0,23.0,6.243572441522314e-05,0.0002711002157542627,3604,41.42528735632184
UTS2,0.0,47.0,0.0004509785366727259,-0.0,0,0.0
UTY,0.0,9.0,5.9695036084833794e-05,-0.0,0,0.0
UVRAG,227.0,20.0,4.9085310826308216e-05,0.000728814680627764,4415,19.364035087719298
UVSSA,24.0,13.0,5.397120937674846e-05,6.796790310850024e-05,1072,42.88
UXS1,10.0,39.0,8.643076362328057e-05,2.9028789033154823e-05,157,14.272727272727273
UXT,0.0,87.0,0.00016035480295793124,-0.0,0,0.0
VAC14,0.0,39.0,0.00016298634802723306,-0.0,0,0.0
VAMP1,1.0,80.0,6.918712008979213e-05,9.637529273145976e-07,2,1.0
VAMP2,0.0,104.0,0.0001804207115070268,-0.0,0,0.0
VAMP3,0.0,37.0,5.936061971869248e-05,-0.0,0,0.0
VAMP4,0.0,42.0,7.807932296283144e-05,-0.0,0,0.0
VAMP5,0.0,96.0,0.00011268555777955026,-0.0,0,0.0
VAMP7,9.0,30.0,0.00015311136743381473,1.3642993128951903e-05,413,41.3
VAMP8,0.0,96.0,0.000257432338351494,-0.0,0,0.0
VANGL1,0.0,29.0,0.00011527683575025076,-0.0,0,0.0
VAPA,3.0,29.0,8.138100697900659e-05,6.225141142788805e-06,5,1.25
VAPB,2.0,24.0,5.579774706672047e-05,2.929497574920553e-06,2,0.6666666666666666
VARS2,700.0,29.0,7.361214857965913e-05,0.0024047777253166642,8224,11.731811697574893
VASH1,3.0,15.0,4.91983965116098e-05,5.311925283713653e-06,52,13.0
VASP,1.0,60.0,0.00015236556589756753,1.086817995967367e-06,1,0.5
VAT1,0.0,41.0,9.25788581297962e-05,-0.0,0,0.0
VAV1,2722.0,33.0,6.859391967764904e-05,0.007353160145981028,9076,3.333088505325009
VAV3,1.0,8.0,6.24037987252153e-05,2.7291947582028147e-06,0,0.0
VBP1,32.0,73.0,0.0001644529859112728,0.00011012274898699605,3541,107.3030303030303
VCL,0.0,24.0,4.959886866735753e-05,-0.0,0,0.0
VCPIP1,2.0,37.0,5.871338395596629e-05,1.2160553531586726e-06,3,1.0
VCPKMT,0.0,11.0,5.271867415278395e-05,-0.0,0,0.0
VDAC1,2.0,107.0,0.0001154014383097357,8.940751667600663e-06,32,10.666666666666666
VDAC2,0.0,44.0,0.00023392902198327248,-0.0,0,0.0
VDAC3,1.0,54.0,8.490566319129217e-05,2.64312350411563e-06,0,0.0
VDR,1.0,155.0,0.00012997419788376822,3.0449107745897803e-06,1,0.5
VEGFA,0.0,102.0,0.0005492551841608329,-0.0,0,0.0
VEGFB,0.0,91.0,0.0001593170467003451,-0.0,0,0.0
VEZF1,17.0,31.0,5.5608670490950074e-05,5.6660944013475554e-05,174,9.666666666666666
VEZT,150.0,33.0,5.566248224303162e-05,0.0006410558181554026,3619,23.966887417218544
VGLL4,19.0,12.0,4.8260009519816076e-05,5.659368834892278e-05,1439,71.95
VHL,200.0,29.0,6.76792302871793e-05,0.0005443383241079491,3556,17.691542288557216
VILL,0.0,13.0,4.774752642341414e-05,-0.0,0,0.0
VIM,17.0,159.0,0.0002677327294064266,1.7042308157258127e-05,93,5.166666666666667
VIPAS39,1.0,7.0,5.392120293491607e-05,5.673428219319276e-07,0,0.0
VIPR1,4.0,3.0,4.6964865698306436e-05,1.3610788526982979e-05,8,1.6
VKORC1,3.0,87.0,0.00013276033916263601,3.2195780285500657e-06,62,15.5
VKORC1L1,0.0,9.0,4.7523660049949795e-05,-0.0,0,0.0
VLDLR,1.0,85.0,0.00019560168966233974,2.326065670239273e-06,0,0.0
VMAC,2.0,7.0,4.714436499031448e-05,2.3134075115617366e-06,18,6.0
VNN2,0.0,25.0,8.47603284775558e-05,-0.0,0,0.0
VOPP1,0.0,65.0,8.538995629621727e-05,-0.0,0,0.0
VPS11,2.0,24.0,5.50248323447274e-05,4.105661886371258e-06,1,0.3333333333333333
VPS13A,66.0,13.0,6.963241607090643e-05,0.0001608651245962468,2677,39.95522388059702
VPS13B,0.0,54.0,6.569887967706874e-05,-0.0,0,0.0
VPS13C,0.0,41.0,6.45804942587087e-05,-0.0,0,0.0
VPS26A,1.0,53.0,9.274052832865357e-05,4.76958597892093e-07,1,0.5
VPS26B,23.0,47.0,6.167740288966502e-05,7.842953644439893e-05,76,3.1666666666666665
VPS26C,1.0,27.0,5.1066247087449034e-05,6.649091687655119e-07,6,3.0
VPS29,143.0,6.0,4.741713595065265e-05,0.0004314616544793835,3731,25.90972222222222
VPS33A,0.0,18.0,5.439820649029291e-05,-0.0,0,0.0
VPS33B,4.0,2.0,4.6783443018060587e-05,9.01659883518393e-06,14,2.8
VPS35,118.0,19.0,9.311320479973726e-05,0.00038985214748621215,5424,45.57983193277311
VPS35L,15.0,75.0,0.0001440746889233456,4.198988593178291e-05,224,14.0
VPS37B,7.0,32.0,0.00022060369463862268,9.435069072297134e-06,217,27.125
VPS37C,10.0,3.0,4.6746019132232124e-05,3.752094120863084e-05,71,6.454545454545454
VPS39,15.0,18.0,5.857692405814101e-05,3.755489019626763e-05,775,48.4375
VPS41,157.0,35.0,6.131345227274897e-05,0.0004662984625629059,4363,27.61392405063291
VPS45,72.0,57.0,8.117982281975812e-05,0.00019861674715054273,3147,43.10958904109589
VPS4A,19.0,27.0,5.396735608065257e-05,5.751547406360674e-05,142,7.1
VPS4B,0.0,34.0,9.349450608879217e-05,-0.0,0,0.0
VPS50,1.0,16.0,5.198120512089715e-05,2.356289046687593e-06,1,0.5
VPS52,0.0,16.0,5.8377592244517805e-05,-0.0,0,0.0
VPS8,280.0,59.0,6.063670269828307e-05,0.0008580078536164814,5768,20.526690391459073
VPS9D1,4.0,5.0,5.442546285815329e-05,5.339944339310992e-06,21,4.2
VRK1,0.0,89.0,0.00019887492290108507,-0.0,0,0.0
VRK2,22.0,20.0,5.704015183223005e-05,4.669922147220029e-05,58,2.5217391304347827
VRK3,2.0,20.0,0.00015612073730258467,1.0580054743697881e-06,1,0.3333333333333333
VSIG10,1.0,29.0,0.00010561468479087591,8.243296794207702e-07,2,1.0
VSIG10L,3.0,14.0,8.446535783706492e-05,4.431392462666073e-06,2,0.5
VSIR,0.0,58.0,0.00014402039234751442,-0.0,0,0.0
VSTM2L,0.0,14.0,8.182248009467691e-05,-0.0,0,0.0
VTA1,0.0,28.0,7.086430423435208e-05,-0.0,0,0.0
VTI1A,1.0,25.0,0.000320852238405203,1.3334268801009902e-06,1,0.5
VTI1B,0.0,26.0,0.00014069478770819998,-0.0,0,0.0
VWA5A,0.0,33.0,0.00012770467010736483,-0.0,0,0.0
VWA7,0.0,5.0,6.069694552194594e-05,-0.0,0,0.0
VWA8,0.0,13.0,6.70181257276988e-05,-0.0,0,0.0
VWCE,0.0,37.0,6.727078665217597e-05,-0.0,0,0.0
VWDE,1.0,6.0,4.748337472784702e-05,5.163926161432333e-06,0,0.0
WAC,1052.0,9.0,8.70495820842886e-05,0.0025777327048513566,8535,8.105413105413106
WAPL,58.0,12.0,5.410845170861667e-05,0.0002108129748089343,2680,45.42372881355932
WARS1,0.0,148.0,0.0001299377186319324,-0.0,0,0.0
WARS2,554.0,13.0,4.853223569491165e-05,0.0018623667526782143,7821,14.091891891891892
WAS,23.0,39.0,0.00018727035941724416,7.251446418452573e-05,280,11.666666666666666
WASF1,2.0,6.0,4.80429674048222e-05,9.591847070398177e-07,2,0.6666666666666666
WASF2,63.0,77.0,9.295738083246093e-05,0.00019956394263510798,1535,23.984375
WASHC3,0.0,91.0,8.903651100547832e-05,-0.0,0,0.0
WASHC4,2.0,26.0,5.263348485060032e-05,6.574433879262905e-06,12,4.0
WASHC5,1.0,10.0,4.761964173269878e-05,1.00987979180894e-06,16,8.0
WASL,21.0,36.0,6.809944585590248e-05,3.607327558233446e-05,285,12.954545454545455
WBP1,1.0,41.0,0.00012295249032859718,9.731193846788625e-07,76,38.0
WBP11,3.0,22.0,9.898616924191304e-05,5.284681352190309e-06,7,1.75
